Bogennummer;REDE_Namen;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;WS22::Transliteration WS22;WS22: Adjektivform;WS22: Stammvokal;WS31::Transliteration WS31;WS31: Adjektivform;WS31: Stammvokal
14449;Thröm (Trebom);18,02571486;50,04538313;540642;1;Marburg;Merr muß laut schrei'n, sonst verstehit 'r ons ne.;laut;au;Ich versteh eich nech, ihr müßt a besle lauter spreche.;lauter;au
14458;Szczytna;16,43333;50,40879;391058;1;Marburg;Ma mus stork schrein, sonst verstieht a ons ne.;stork;o;Ich verstieh oich ne, ihr müßt a besla stärker sprächa.;stärker;ä
14471;Jaszkowa Gorna;16,73068;50,40811;388518;1;Marburg;Ma muß laut schrein, sonste verstieht a ons ne.;laut;au ;Ich verstieh eich ne, ihr mißt a besla lauter sprecha.;lauter;au
14486;Nadziejow;17,26018;50,38899;387458;1;Marburg;Ma muß laut schrein, sonst verstiht ar uns nicht.;laut;au;Ich verstihe euch nicht, ihr müßt a bisla lauter sprecha.;lauter;au
145;Smardzko;15,86239;53,77752;373286;1;Marburg;Ma mut luut schriege, süss vasteht hei uss nich.;luut;uu;Ik vastoah ju nich, ji möte enn beet lure spreeke.;lure;u
14505;Piorunkowice;17,51572;50,40154;365314;1;Marburg;Ma muß laut schreia, sust verstieht a ins ni.;laut;au;Ich varstieh ich ni, ihr müßt a bisla lauter sprecha.;lauter;au
1451;Steinforth (Brodźce);16,64922303;53,57923598;541580;1;Marburg;Ma mutt liut schrije, süss voaschteht hei uss niä.;liut;iu;Jjj vostoau ju niä, ji mätä ä bitsja liudä spräjä.;liudä;iu
14537;Bielice;17,00516;50,27139;366235;1;Marburg;Ma muß laut schrein, sonst verschteht a ons nie.;laut;au;Ech versteh eich nie, ihr müßt a beßla lauter sprecha.;lauter;au
14560;Siemianowice Slaskie;19,02622;50,30465;528282;1;Marburg;Ma muß laut schrein, suste verstiht a uns ne.;laut;au;Ich verstih euch ne, ihr müßt a bisla lauter reda.;lauter;au
1461;Wegorzewo Szczecineckie;16,90083;53,59936;146871;1;Marburg;Ma mut lud schrigä, süstä västeht hei uns nich;lud;u;Jck västau ju ni, ji mäutä a bitskä ludä rädä.;ludä;u
14613;Nohfelden;7,1428;49,58714;97519;1;Marburg;Mer muß erig kreische, sonscht verschteht er us net.;erig;e ;Eich verschtehn auch nett, ihr miß e besche laurer schwätze.;laurer;au
14635;Erzweiler;7,436449875;49,61119749;534301;1;Marburg;Ma moß laut (s) greische, sunscht versteh rer us net.;laut;au;Eich verstehn auch net, er mirret e bische laurer spreche!;laurer;au
14670;Nussbach;7,69526;49,62895;99617;1;Marburg;Mêrr (m'r) muß hart kreische, suscht verschtéhtĕr uns nétt.;hart;a;Ich verstehe ŏch nett, éhr mirre ĕ bißche härder plaurere.;härder;ä
14693;Dannenfels;7,94492;49,62669;97006;1;Marburg;Man muß (laut) härter kreische, sunscht verschteht er uns net.;härter;ä ;Ich verschteh euch nett, ehr müssen e bißche härder plaurere.;härder;ä
14724;Monsheim;8,20454;49,63649;98182;1;Marburg;Man muß hart greische, sunscht versteht er uns net.;hart;a;Ich verschtehe eich net, ehr müssen en bischen harter plaudern.;harter;a
14752;Sankt Matthias;6,6329076;49,73705783;534212;1;Marburg;Mer muhs fest schraien, soß verstiht hän et nett;fest;e ;Eïch verstihn eich nött, er mist e bösgen louder sprechen. (schwetzen);louder;ou
14955;Bescheid;6,89034;49,75266;97643;1;Marburg;Ma mouß hoart schraien, soß bestäht he ähnen nött;hoart;oa;Äich bestehn aich nött, d'r möißt ä bösche hoarter schwä(ä)ze.;hoarter;oa
14971;Allenbach;7,16681;49,75594;96587;1;Marburg;M'r mouß hatt greische, sost versteht er us net.;hatt;a;Eich verstehn ouch net, dir meïßt e besje härter schwätze.;härter;ä
1499;Stara Rzeka;18,31669;53,6553;152200;1;Marburg;Ma mutt lud schrieja, sinnsta vasteht he uns nuscht.;lud;u;Idj vastoa ju nich, ji meta bitzja luta reada;luta;u
14999;Berschweiler bei Kirn;7,39191;49,77036;101007;1;Marburg;Man muß hart kreische, soust verstehn r us nett.;hart;a;Ich verstehn ouch nett, dir müßt e bische härter schwetze.;härter;ä
15018;Bad Sobernheim;7,64796;49,7846;98789;1;Marburg;Mer muß laut schreie, sunscht verschteht er uns nit.;laut;au;Eich verschtehe eich nit, der mißt noch e bische härter spräche.;härter;ä
15042;Neu-Bamberg;7,92068;49,79459;98807;1;Marburg;Mer muß laut schreie sunschst vestehrersch nett.;laut;au;Ich veschtehn auch nett, er müsse e bissi harter plaure.;harter;a
15066;Bechtolsheim;8,19083;49,80215;100524;1;Marburg;Merr muß hart kreische, sunst versteh err uns nett.;hart;a;Ich versteh euch nett, ehr müssen e bische härrer plaudere.;härrer;ä
15088;Bollendorf;6,35877;49,85133;96333;1;Marburg;Mer muß jeizen (schreien) soß verstä͜aht en es net.;;;Eich verstinn ech net, d'r moßt e beßchen ho͜arter schwäzen.;ho͜arter;o͜a
15096;Preist;6,62928;49,90606;99873;1;Marburg;Mer moß ferm schraien, sos beschtät en et nöt.;ferm;e ;Ich berschtin euch nött, der moßt e winnig horder schwäzen.;horder;o
15118;Pohlbach;6,88064;49,90937;100611;1;Marburg;Ma muß hart schreien soß verstäht neß net.;hart;a;Ech verstihe euch net dir mußt e Beschen harter schwätzen.;harter;a
15137;Kautenbach;7,12694;49,9156;98569;1;Marburg;Ma mouß hart schrain, sonst verstät er äne net.;hart;a;Eich vastehn auch net, dia meßt harte schwäzen.;harte ;a
15334;Kirchberg (Hunsrück);7,40287;49,94174;100656;1;Marburg;Mer muß hard schreie, sunst verstehre uns nitt.;hard;a;Eich verschdehn eich nitt, dehr mißt e bißche lauder schwätze.;lauder;au
15349;Ellern (Hunsrück);7,64098;49,98645;96652;1;Marburg;M'r muß hard gräsche, suschd verstehr 'r us nit.;hard;a;Euch v'rstehn auch nit, d'r mühßt e bische (keudche) härder schwätze.;härder;ä
1536;Heidlauken (Bugorki);21,39751921;55,00008085;541593;1;Marburg;Man mott lut schriee, sonst versteiht he on̄s nich.;lut;u;Ek verstah juh nich, ju motte 'e bösske luter spräke.;luter;u
15365;Bingen am Rhein;7,89616;49,96901;99926;1;Marburg;Mĕ muß laut Schrä dhun, sunscht versteht ĕr uns nitt.;laut;au;Ich verste͡hn aich nitt, ihr müßt ĕ bische lauter redde.;lauter;au
15394;Finthen;8,1754;49,98368;94365;1;Marburg;Man muß laut schreien, sunst versteht er uns nit.;laut;au;Ich versteh euch nit, ehr müßt e Wink lauter spreche.;lauter;au
1540;Heinrichswalde;21,69458052;55,04244719;534942;1;Marburg;Man mott lut schrie, sonst versteit he ons nich.;lut;u;Eck verschtah' juh nich, ju motte e beßke luter schräke.;luter;u
15418;Schneeberg (Sněžník);14,08782256;50,79454917;541288;1;Marburg;Ma muß laut schrein, su(n)st vasteht a uns niche.;laut;au;Jch vasteh eich ni, redt ok bissel lauter.;lauter;au
15503;Zettel (Sedlo);13,57030177;50,62249964;542632;1;Marburg;Ma muß laut schrei'n sinst verstieht ar uns ni(t).;laut;au;Ich verstieh eich ni, ihr müßt a bi(ß)ll lauter sprach'n!;lauter;au
1552;Pazuizen;21,99049945;55,02117866;522795;1;Marburg;Mi motte lut schriee, sonst versteit he ons nich.;lut;u;Eck verstah ju nich, ju motte bätke luter spräke.;luter;u
15538;Wisterschan (Bystřany);13,86383504;50,62849859;542678;1;Marburg;Man muß laut schrein, sunst verstieht er uns ni.;laut;au;Jch verstieh eich ni, ihr mißt e biß'l lauter sprachen.;lauter;au
15550;Malschen (Malečov);14,12005467;50,63121237;542690;1;Marburg;Mar muß laut schrain, sunst varstiht'ar uns ni.;laut;au;Ich varstieh aich ni, ihr mißt e bißl lautar rejd'n.;lautar;au
15638;Lukawetz (Lukavec);14,08715095;50,50156837;542767;1;Marburg;Mr muß laut brilln, sunst verstitr uns nich.;laut;au;Ih verstieh eich nich, ihr mißt e bißl lauter rejdn.;lauter;au
1565;Gierver Lauken;22,25700873;55,00557634;522784;1;Marburg;Man mott luut schrie, sonst versteiht he ons nich.;luut;uu;Eik verstah ju nich, ju motte e betke luter spreke.;luter;u
15681;Neudorf (Vrchběla);14,78356188;50,53120776;542813;1;Marburg;Mr muß laut schrein (prilln) sônst vrschtiehtr uns nee!;laut;au;Ich vrstie ojch nee, ihr mißt ej bißl lautr redn!;lautr;au
15685;Gastorf (Hoštka);14,60808505;50,45343095;542817;1;Marburg;Mr muß laut schrein, sunst verstieht dr uns ni.;laut;au;Jch verstieh eich ni, ihr müßt e bissl lauter reïdn (sprechen);lauter;au
15690;Wegstädtl (Štětí);14,37491447;50,45239746;542822;1;Marburg;Mr muß laut schrein, sunst vrstieht 'r uns ni.;laut;au;Ich verstieh eïch ni, ihr müßt e bißl lauter reden.;lauter;au
1571;Schmalleningken;22,59096608;55,07130157;522772;1;Marburg;Man mott lut schriee, sonst varschteit he ons nich.;lut;u;Oeck varsto͜ah ju nich, ju motte en böske luter spräke.;luter;u
15725;Nixdorf (Mikulášovice);14,36367041;50,96533327;542853;1;Marburg;Dou mißmr laut schrein (gorgln) sißt vrstiehdr uns nee.;laut;au;Jch vrstiehtch nee, ihr mißt ej brinkl lautr redn.;lautr;au
1573;Groß Dirschkeim (Donskoye);19,96594881;54,93887292;541600;1;Marburg;Man mott lud schrie sonst vasteit he ons nich.;lud;u;Eck vastahn ju nich ju motte en beske ludda sprecke.;ludda;u
15751;Rückersdorf (Dolní Řasnice);15,17855469;50,94940265;542878;1;Marburg;Ma muss laut schrein, sunst verstǟht a uns ne.;laut;au;Ich verstī euch ne, er mist lautr sprechn?;lautr;au
1578;Rantau (Zaostrov'Ye);20,25705523;54,95056245;540919;1;Marburg;Man mott luth schriee, sonst vasteit hé ons nich.;luth;u;Ek vasto͡a ju nich, ju motte én Bèske luda spräke.;luda;u
158;Polczyn-Zdroj;16,09538;53,76262;370788;1;Marburg;Mă mutt luhd schrieje, süste vesteht hei uss nich.;luhd;uh;Ick vĕstɑh juh nich, ji mäute ĕ bätke luhde räde.;luhde;uh
1580;Schulstein (Vol'Noe);20,51939251;54,91991342;541603;1;Marburg;Man mott lud schriee, sonst fasteit a ons nich;lud;u;Eck fasto ju  nich, ju motte e beske luda spreke;luda;u
15807;Kamnitz-Neudörfl (Kamenická Nová Ví;14,37790266;50,79284652;542974;1;Marburg;Ma muß aam laut brilln, sunst hirr as nej.;laut;au;Ihch vastieh eich nej, ihr mißt a bissl lauta rejdn.;lauta;au
15824;Zwickau (Cvikov);14,63295874;50,77707134;542975;1;Marburg;Mr muß laut schrein, sunst vrstieht 'r uns neï.;laut;au;Jech vrstieh euch neï, ihr müßt a be(i)ssl lautr redn.;lautr;au
15847;Christophsgrund (Kryštofova Údolí);14,93221691;50,77197058;542985;1;Marburg;Mr muß laut brölln, sunst verstieht a ons ne.;laut;au;Ich verstieh euch ne, ihr müßt a bössl lautr bröllen.;lautr;au
15858;Gränzendorf (Hraničá);15,15829159;50,77890432;541010;1;Marburg;M'r muß laut schrein, sunnst vrstieht-͜da uns nä.;laut;au;Ich vrstieh euch ne, ihr mißt a bößl lauter räd'n.;lauter;au
1588;Alt Susimilken (Tarassowka);21,36986045;54,92959481;541608;1;Marburg;Man mott lut schriee, sonst versteit he ons nich;lut;u;Oeck verstoh ju nich, ju motte betke luter spreke;luter;u
15971;Puletschnei (Pulečný);15,16928862;50,67533905;543079;1;Marburg;Mr muß laut schrein, sunst vrstieht a uns ne.;laut;au;Ich vrstieh euch ne, ihr mißt a bößl lautr redn.;lautr;au
15975;Graber (Kravaře);14,39168331;50,63206481;543083;1;Marburg;Mr muß laut prilln, sunnst vrstieht r uns nê.;laut;au;Ich vrstieh euch nê, ihr mißt e bißl lautr redn.;lautr;au
15989;Thammühl (Staré Splavy);14,62813223;50,58543476;543108;1;Marburg;Mr müß laut schrein, sunst verstieht'r uns ni.;laut;au;Ich verstieh eich ni, ihr müßt ei bißl lautr sprachn.;lautr;au
15995;Proschwitz (Česká Proseč);14,90460482;50,62283086;543114;1;Marburg;Mer mossen laut schrein, sunst verstieht ar uns ne.;laut;au;Ich vorsti Euch ne, jer mest a bessl lautr reden.;lautr;au
16007;Harrachsdorf (Harrachov);15,42528858;50,77531258;543126;1;Marburg;Ma muß laut schrein, sunst verstieht a ons ne.;laut;au;Ich verstieh euch ne, ihr mißt a bessl lautr reden.;lautr;au
16015;Witkowitz (Vítkovice);15,53;50,68;543132;1;Marburg;Ma muß prelln, sonstә vәstiehtә ons nê̬.;;;Ich vəstieh euch nê̬, ehr mißt a bessl se̬rnə redn.;se̬rnə;e̬
16050;Forst (Fort);15,69389245;50,59885819;543165;1;Marburg;Ma muß laut brölln, sonst vostieht o ons nee.;laut;au;Ich vostieh eich nee, ihr mißt a beßla lauta rēdn!;lauta;au
16063;Gabersdorf (Libeč);15,94353338;50,59404379;543176;1;Marburg;Ma muß laut schrein, sonst verstieht a ons ne.;laut;au;Ich verstieh euch ne, ihr meßt a bißla lautr reda.;lautr;au
16083;Bodisch (Bohdašin);16,19811359;50,59375748;543192;1;Marburg;Ma muß laut prella, sonst vostieht a ens ne.;laut;au;Ich vostieh euch ne, ihr mißt a beßla lauto sprecha.;lauto;au
16139;Zwitschin (Zvičina);15,68710662;50,45583613;543232;1;Marburg;Ma muß laut schrein, sonst verstieht a ons nee.;laut;au;Ich verstieh eich nee, ihr mißt a beßla lauter reda.;lauter;au
16154;Großbock (Velká Bukovina);15,95476147;50,41624184;543256;1;Marburg;Ma muß laut schrein, sônst vrstieht a ôns ne.;laut;au;Jch vrstieh eich ne, ihr müßt abessla laut(e)r spracha;laut(e)r;au
16179;Schmiedeberg (Kovářská);13,05587082;50,43936341;541285;1;Marburg;Mr muß laut schreie, sister vrschtiet 'r uns net.;laut;au;Jch verschtieh eich net, ihr müßt a bissl lauter reden.;lauter;au
1626;Tulpeningken (Zarečnoe);22,56764471;54,97028491;541640;1;Marburg;Man mott lut schrie, sonst versteitht er ons nich.;lut;u;Öck verstah ju nich, ju motte bößke luter spräke.;luter;u
16276;Waitzengrün (Loučná);12,57748601;50,27813882;543362;1;Marburg;Ma mou laut schreia, siest vasteüht er uns niat.;laut;au;Ih vasteüh enk niat, diartz meütz a weng lauta rin.;lauta;au
1628;Wisborienen (Livny);22,74958463;54,93330301;541641;1;Marburg;Man mot lut schriee, sonst varschteit he ons nich.;lut;u;Eck varschtoa ju nich, ju motte e' beske luter rede.;luter;u
16298;Sittmesgrün (Mezirolí);12,81664271;50,27172568;543381;1;Marburg;Ma mouß laut schreia, sünst vastäiht äa uns niat.;laut;au;I vastäih enk niat, diats möißts a bißl lauta rian.;lauta;au
16322;Petersdorf (Petrov);13,07091971;50,29350573;543403;1;Marburg;Mir mainlaut schreier siste-r vastoeter uns näht.;mainlaut;au;Ich verstae äng neat tirz maiz lauter riadn.;lauter;au
16338;Podletitz (Podlesice);13,33150857;50,28046432;543417;1;Marburg;Ma muß laut schreia, sinst versteht er uns net.;laut;au;Ich versteh eng net, ihr mits a bissl lauter redn.;lauter;au
16442;Kropitz (Krapice);12,31495822;50,12170839;545775;1;Marburg;Ma mou grod oa(n) bäi(g)n, sinst vastäi(h)t a oin niat.;grod;o;I vastöi(h) enk niat, diaz möit('s) a weng lauta ria(d)n.;lauta;au
16470;Ebersfeld (Podlesi);12,5660173;50,11207273;545875;1;Marburg;Må mouß laut schrein, sünst verstöht er nögs.;laut;au;I verstöih negs, ös möißt a bisl lauter sprechn.;lauter;au
16491;Rabensgrün (Haje);12,81723239;50,11499453;545897;1;Marburg;Mia måu laut schreia, sinst våstäihta uns neat.;laut;au;I vårstäih enk neat, ihr mäitz a bisl lauta rüån.;lauta;au
16523;Lintsch (Hlineč);13,06282229;50,10501819;545929;1;Marburg;Ma mån s bäegn sist vastået as niat.;bäegn;äe;Ich vastaeh enk niat, diats måets lauta rian.;lauta;au
1654;Postnicken (Zalivnoe);20,82988029;54,91975148;541763;1;Marburg;Mann mott lut schriee, sonst vasteit he ons nich.;lut;u;Eck vastoh ju nich, ju motte en betke luta spreke.;luta;u
16602;Klotantschen (Kotaneč);13,28661929;50,01766262;547005;1;Marburg;Miâ mijn laut schreijâ, sinst vâstejt dâ uns net.;laut;au;Ich vâstej eng net, ihr mijts â bissel lauter redn.;lauter;au
16610;Tschernowitz (Černovice);13,35918004;50,44766083;547083;1;Marburg;Mir missen laut schreie, sunst verstitt mehr nischt.;laut;au;Ich versteh eich nett, ihr müßt bißl lauter redn.;lauter;au
16625;Hawran (Havraň);13,59572928;50,44732335;547097;1;Marburg;Mr muß laut schreie, sinst verschtiehtr an nich.;laut;au ;Jch verschtie eich nich, ihr müßt e bissl lautr schreie.;lautr;au
16636;Liebshausen (Libčeves);13,83616126;50,45194726;547107;1;Marburg;Mr muß laut brilln, sunst verstieht er en ni.;laut;au ;Jch verstieh eich nich, ihr müßt e bißl lauter reden.;lauter;au
1664;Labagienen/Haffwinkel (Zalivino);21,06375338;54,89622754;540911;1;Marburg;Man mot lut schrie'e, sonst vasteit he ons nich;lut;u;Ek vastah ju nich, ju motte en beske luta spreke.;luta;u
16670;Priesen (Březno);13,74314777;50,35326555;544619;1;Marburg;Mr muß recht schreiě, dǎß ěrs vrstēht.;recht;e;Ich vrstēh euch nicht, ihr mǐßt e bǐssl lauter redñ.;lauter;au
16689;Libeschitz (Liběšice);13,62176599;50,29310664;544637;1;Marburg;Mă muß laut schreie, sŏnstar verstehtar uns nĕt.;laut;au;J̄ch versteh eich nĕtt, ihr mißts e bissl lautar redn.;lautar;au
16725;Leschkau (Ležky);13,35397155;50,12209626;544671;1;Marburg;Ma muß laud schraja, sinda vaschdeïd a uns ned.;laud;au;Ich vaschdeï äng ned, ia mudz a wäng̃ lauda reïdn.;lauda;au
16739;Pschoblik (Pšovlky);13,59466133;50,10758345;544773;1;Marburg;Ma(n) muß laut schrā́ia, sinst ve(r)steht e(r) uns net.;laut;au;Ich ve(r)steh enk net, ihr müßt a bissl laute(r) red'n.;laute(r);au
16751;Prag-Smichow (Smíchov);14,38722099;50,064376;544698;1;Marburg;Man muß laut schrein sonst versteht er uns nicht.;laut;au;Ich verstehe euch nicht, ihr müßt ein bißchen lauter sprechn.;lauter;au
16755;Weißbach (Bílý Potok);16,994619;50,411871;544699;1;Marburg;Ma muß laut schrein, sonst verstiehd͜'a ens nie.;laut;au;Ich verstieh eich nie, ihr mißt a beßla lauter sprecha.;lauter;au
16770;Schediwy (Šediviny);16,31555194;50,30491688;544714;1;Marburg;Ma muß peeka, sonst verstiet as ne.;;;Ich vrstieh oich ne, eer mißt a beßla lautar reda.;lautar;au
16775;Friedrichswald (Orlické Záhoří);16,48013663;50,26863043;540583;1;Marburg;Ma muß laut päka, sonst vrstieht a ons ne.;laut;au;Ich vrstieh ich ne, 'r mißt a beßla lautr reda.;lautr;au
16801;Böhmischdorf;17,24183624;50,25517092;534177;1;Marburg;Ma muß laut prelln (schrein), sonst verstieht a en nie.;laut;au;Ich vrstieh eich nie, räd a beßla lautr!;lautr;au
16814;Rokitnitz (Rokytnice);16,46560671;50,16530112;544744;1;Marburg;Ma muß laut päka, sonst verstiht a ons nee.;laut;au;Ich verstieh euch nee, ihr müßt a besla lauter reda!;lauter;au
1683;Kreuzingen (Bol'Shakovo);21,65075358;54,87658737;541395;1;Marburg;Man mot lut schrie, sons versteit he ons nich.;lut;u;Oek verstah ju nich, ju motte e boesske luter spraeke.;luter;u
16876;Nieder-Ullersdorf (Dolní Boříkovice;16,71044888;50,0763027;544815;1;Marburg;Ma muß laut schrein (peka), sonst verstieht ar uns nee;laut;au;Ich verstieh oich nee, ihr mußt a bißla lauter reda!;lauter;au
16889;Heinzendorf (Hynčice Nad Moravou);16,94591816;50,07261368;544825;1;Marburg;Ma muß laut gurgan, sonst vastieht ar ons nie.;laut;au;Ich vastieh eich nie, ihr mißt a beßla lautr ren.;lautr;au
16907;Karlsdorf;17,29069553;50,02964652;534416;1;Marburg;mɒ mûs laůt pröŷn, sunst vɒštěət‿er‿es nī.;laůt;aů;ẹχ vɒštêə͜ ẹχ (betont aêχ) nī, īər (iɒ) mist a bẹsla lautɒ reên.;lauto;au
16932;Kuhberg;17,51227875;50,22030266;544860;1;Marburg;Ma muß laut schrein, sonst verstieht a ons nie.;laut;au;Ich versteh eich nie, ihr mißt a bessla lauter sprecha.;lauter;au
16949;Rausen (Rusín);17,73660283;50,20995029;544873;1;Marburg;Ma muß laut schrein, sonst verstiet ar ons nech.;laut;au;Ich verstieh eich nech, ihr mißt a beßla lauter sprecha.;lauter;au
1698;Buttkuhnen (Pokrovskoe);21,94586611;54,83695164;541701;1;Marburg;Man mott lut schrie, sonst varsteit he ons nich.;lut;u;Eck varsto ju nich, ju motte he beske luter rede.;luter;u
16991;Breitenau (Bretnová Široká Niva);17,47950091;50,0638888;547161;1;Marburg;Ma muß laut schrein, sonst verstiëht ar ons nie.;laut;au;Ech verstiëh eich nie, ihr mißt a beßla lauter sprachn.;lauter;au
17012;Lobenstein (Úvalno);17,74608647;50,0470232;544917;1;Marburg;Ma muß laut schrein, sonst vrschtijt dr ons nie.;laut;au;Ech verschtij eich nie, ihr mißt a beßla lautr sprachn.;lautr;au
17029;Lohhäuser (Slatina);12,52743214;49,93203052;544930;1;Marburg;Ma(n) mou baign (laut, häil schraia), sist vaschtäit a uns niat.;;;Ich vastäi enk neat, diaz miars a bisl hella ria(d)n.;hella;e 
